,Description,clips,category,clip_arrays
1489,"20 gauge sheet metal dropping on dirt, forceful, with dirt debris",new_clips2/1489.mp3,metal,"[-0.0979531  -0.11445224 -0.1388514  ... -0.1543201  -0.11589668
 -0.1688596 ]"
1490,Metal angle iron small dropping on concrete from a low height,new_clips2/1490.mp3,metal,"[ 0.04963987 -0.08452179 -0.11809418 ... -0.01711365 -0.07990236
 -0.1263801 ]"
1491,"20 gauge sheet metal dropping on concrete from a low height, loose",new_clips2/1491.mp3,metal,"[-0.00631003  0.01929098  0.01137552 ... -0.01872706 -0.01812555
 -0.01703466]"
1492,Metal rebar dropping on dirt with a thud,new_clips2/1492.mp3,metal,[0.01201126 0.01308648 0.01296417 ... 0.01651161 0.01556344 0.01627241]
1493,"Metal rebar dropping on dirt, heavy",new_clips2/1493.mp3,metal,"[-0.00332808 -0.00483488 -0.00374805 ...  0.00813132  0.01186294
  0.00711907]"
1494,"Iron bar dropping on dirt, complex",new_clips2/1494.mp3,trash,"[-0.00369433 -0.00953923 -0.00836943 ...  0.00518094  0.00180316
  0.00486261]"
1495,Metal rebar dropping on dirt with a ring,new_clips2/1495.mp3,metal,"[-0.00238476 -0.0036024  -0.00494524 ... -0.00347653 -0.00269232
 -0.00285812]"
1496,"Metal hardware debris dropping on concrete, bulky",new_clips2/1496.mp3,metal,"[-0.00970648 -0.02028206  0.04863307 ...  0.01018247  0.05419563
 -0.05366073]"
1497,"Large solid metal disc dropping on concrete, huge",new_clips2/1497.mp3,metal,"[ 0.12220115  0.12122593  0.11289702 ... -0.04242659 -0.08980802
 -0.15851755]"
1498,"Metal 1 2 inch x 1 2 inch angle iron dropping on concrete from a low height, complex",new_clips2/1498.mp3,metal,"[ 0.00270877 -0.00874923  0.0231163  ... -0.02257736  0.0005431
  0.00424824]"
1499,Metal 1 2 inch x 1 2 inch angle iron dropping on concrete with a clatter,new_clips2/1499.mp3,metal,"[ 0.01393775  0.03926558  0.00394572 ... -0.00162276 -0.02366851
 -0.04683289]"
1500,"Medium 20 gauge sheet metal dropping on dirt, complex with dirt debris",new_clips2/1500.mp3,metal,"[-0.08659787 -0.1738155  -0.24484831 ... -0.17747913 -0.19362226
 -0.19604684]"
1501,"Medium 20 gauge sheet metal dropping on dirt, dull",new_clips2/1501.mp3,metal,[0.00936794 0.01724417 0.00593455 ... 0.02691818 0.02560176 0.02268656]
1502,Metal rebar dropping on concrete hard with a bounce,new_clips2/1502.mp3,metal,"[ 0.0158991  -0.03943842 -0.04499339 ... -0.03739502 -0.00613967
  0.04634808]"
1503,Metal angle rail edging dropping on dirt on its edge with a topple,new_clips2/1503.mp3,metal,"[-0.00877824 -0.01374519 -0.01182189 ...  0.01283424  0.00539546
 -0.00656106]"
1504,"Metal checker plate dropping on dirt, dump and thud",new_clips2/1504.mp3,metal,"[-0.063557   -0.06514916 -0.08588102 ... -0.07976336 -0.08240893
 -0.08070084]"
1505,"Thick metal sheet dropping on dirt, dig into dirt debris",new_clips2/1505.mp3,metal,"[ 0.00976019  0.02093692 -0.00172234 ...  0.02300924  0.02296478
  0.01898878]"
1506,Metal rebar small dropping on concrete from a low height 1,new_clips2/1506.mp3,metal,"[-0.00699096 -0.01162236  0.00621144 ... -0.00633269  0.02164188
  0.01053202]"
1507,"20 gauge sheet metal dropping on concrete and hitting with a wobble and topple, complex",new_clips2/1507.mp3,metal,"[-0.02980102 -0.0678311  -0.07608137 ...  0.0168005   0.01127377
  0.06038125]"
1508,2 inch metal pipe dropping on concrete from a low height with a bounce,new_clips2/1508.mp3,metal,[0.04572767 0.06979893 0.08938427 ... 0.06198805 0.05987147 0.05666468]
1509,Medium 20 gauge sheet metal dropping on dirt with a smack,new_clips2/1509.mp3,metal,"[ 0.0268277   0.02881874  0.03292529 ... -0.01244165 -0.00879878
  0.02436968]"
1510,"Metal hardware debris dropping on dirt, clumpy and fast",new_clips2/1510.mp3,metal,"[ 0.00052465 -0.00668905 -0.00048974 ...  0.00741787  0.00667027
  0.00639914]"
1511,Thin metal pipe dropping on concrete,new_clips2/1511.mp3,metal,"[ 0.0245936   0.05390174  0.04094132 ... -0.04232379 -0.02585145
  0.0164297 ]"
1512,Heavy metal angle iron dropping on dirt and topple with dirt debris,new_clips2/1512.mp3,metal,"[-0.00035584 -0.003018   -0.00467312 ... -0.01096279 -0.00788721
 -0.00629784]"
1513,"Metal checker plate picking up from concrete, setting down, quiet",new_clips2/1513.mp3,metal,"[-0.00020547 -0.00055489 -0.00047407 ... -0.00035237 -0.00061404
 -0.00057614]"
1514,"Metal hardware debris dropping on concrete, light",new_clips2/1514.mp3,metal,"[-0.01092215  0.01278985 -0.01246491 ...  0.00198727 -0.00771632
  0.00947935]"
1515,"Small metal pipe dropping on dirt and topple, simple",new_clips2/1515.mp3,metal,"[ 0.00095492 -0.00305446  0.0018173  ...  0.0025159   0.00288268
  0.0037271 ]"
1516,"Square metal tubing scraping on concrete, dull",new_clips2/1516.mp3,metal,"[-0.00373569  0.01546251  0.01688054 ... -0.00834855 -0.01525624
 -0.010737  ]"
1517,Small metal pipe dropping on dirt from a low height,new_clips2/1517.mp3,metal,"[-0.00018841 -0.00153437 -0.00213491 ... -0.00149399 -0.00111228
 -0.00132334]"
1518,Metal piece dropping on concrete with a bounce,new_clips2/1518.mp3,metal,"[ 0.00296517  0.00938101 -0.01727551 ... -0.01973457 -0.00167214
  0.01296589]"
1519,Metal angle rail edging dropping on dirt with dirt debris,new_clips2/1519.mp3,metal,"[ 0.01040515  0.02524887  0.02712193 ...  0.00538117 -0.012717
 -0.02676302]"
1520,"Iron bar dropping on dirt, hard, dig into dirt debris",new_clips2/1520.mp3,trash,"[ 0.00148802 -0.00094332 -0.00595032 ... -0.0081133  -0.00235517
 -0.00601405]"
1521,Large metal angle iron picking up from concrete and setting down,new_clips2/1521.mp3,metal,[0.0083268  0.01167574 0.01770973 ... 0.00056329 0.00612572 0.01043689]
1522,"Metal sheet metal shavings debris dropping on concrete, abrupt and strong",new_clips2/1522.mp3,metal,"[ 0.0395482  -0.01206096  0.02451211 ... -0.03809099 -0.00506153
  0.05897534]"
1523,"20 gauge sheet metal dropping on dirt, hard",new_clips2/1523.mp3,metal,"[-0.01878593  0.02832722  0.07769348 ...  0.12595625  0.115117
  0.09261154]"
1524,"Metal rebar dropping on dirt, simple",new_clips2/1524.mp3,metal,[0.00184134 0.00194615 0.00204761 ... 0.00194003 0.00171855 0.00124345]
1525,"20 gauge sheet metal dropping on concrete, flat and swat",new_clips2/1525.mp3,metal,"[ 0.00045351  0.00601147  0.00454783 ...  0.01342219  0.00934917
 -0.00239378]"
1526,"Square metal tubing dropping on concrete, simple",new_clips2/1526.mp3,metal,"[-0.00273162 -0.01542209 -0.04707548 ... -0.02673159 -0.05116341
 -0.06818238]"
1527,Small metal pipe dropping on dirt with a clang,new_clips2/1527.mp3,metal,"[-0.00078458 -0.00490726 -0.009882   ...  0.00566911 -0.01024759
 -0.00794491]"
1528,"Metal rebar dropping on concrete from a low height, light",new_clips2/1528.mp3,metal,"[ 0.00597051 -0.01434109 -0.02128567 ...  0.03411566  0.02467039
 -0.01671766]"
1529,"Medium 20 gauge sheet metal dropping on dirt on its edge, hard topple",new_clips2/1529.mp3,metal,"[-0.00067229  0.01646844 -0.07050203 ... -0.00682848 -0.01833176
 -0.01784935]"
1530,"Small solid metal tube dropping on concrete, simple",new_clips2/1530.mp3,metal,"[-8.47571646e-05 -1.08585686e-04 -1.67015824e-05 ...  3.62875435e-04
  1.91002662e-04  1.92728548e-04]"
1531,"Metal piece dropping on dirt, solid",new_clips2/1531.mp3,metal,"[ 0.00074783  0.00107592 -0.0017654  ... -0.00162698 -0.00184967
 -0.00149641]"
1532,Solid metal strip dropping on dirt and dig in,new_clips2/1532.mp3,metal,"[-0.00245751 -0.00327396 -0.00183821 ... -0.00087508 -0.0030977
 -0.002039  ]"
1533,Heavy metal angle iron dropping on dirt with a thud,new_clips2/1533.mp3,metal,"[-6.8327131e-06  9.6673667e-03  1.9680506e-02 ... -1.3460713e-02
 -8.2569644e-03 -7.7585285e-03]"
1534,Square metal tubing dropping on concrete with a bounce,new_clips2/1534.mp3,metal,"[ 0.04590166  0.10044815  0.10746583 ... -0.00735565 -0.05299505
 -0.07547067]"
1535,"2 inch metal pipe dropping on concrete, topple, slow",new_clips2/1535.mp3,metal,"[-0.0296678  -0.07385065 -0.1272548  ... -0.0422188  -0.03573995
 -0.03588821]"
1536,"Heavy metal angle iron dropping on dirt, solid",new_clips2/1536.mp3,metal,"[-0.022823   -0.36470473 -0.68225396 ...  0.14806733  0.23656555
  0.25340956]"
1537,"Heavy metal pipe dropping on dirt and cement, hard with ambient rattling",new_clips2/1537.mp3,metal,"[ 0.00434422 -0.01325397 -0.00598137 ... -0.01259989 -0.0063046
  0.00119125]"
1538,Solid metal strip dropping on dirt with a bounce,new_clips2/1538.mp3,metal,"[-0.09910726 -0.14051811 -0.17462164 ... -0.10023334 -0.10778871
 -0.12859204]"
1539,Medium 20 gauge sheet metal dropping on dirt with a hard crash,new_clips2/1539.mp3,metal,"[ 0.00566908  0.00631302  0.0078893  ...  0.00230541  0.0055764
 -0.00702233]"
1540,"Metal hardware debris dropping on dirt and metal, sudden",new_clips2/1540.mp3,metal,"[ 0.06864684  0.15118787  0.17519814 ... -0.15850584 -0.16873837
 -0.14075862]"
1541,Metal checker plate dropping on concrete with a bounce and a topple,new_clips2/1541.mp3,metal,"[ 0.0041205   0.014984    0.0179535  ... -0.04539166 -0.04583117
 -0.02990578]"
1542,Large metal angle iron dropping on concrete from a low height,new_clips2/1542.mp3,metal,"[-0.02597063 -0.09424648 -0.07772963 ...  0.01149205 -0.00146229
  0.03352306]"
1543,"Metal angle rail edging dropping on dirt, hard",new_clips2/1543.mp3,metal,"[ 0.01038455 -0.02974952  0.02142672 ...  0.01553339  0.03281634
 -0.00789045]"
1544,"Metal sheet metal shavings debris dropping on concrete, sloppy",new_clips2/1544.mp3,metal,"[ 0.00173457 -0.03868502 -0.04637999 ...  0.00316058  0.01138283
  0.01708788]"
1545,20 gauge sheet metal dropping on dirt with a flap,new_clips2/1545.mp3,metal,"[-0.03486798 -0.05036833 -0.05984329 ... -0.06157599 -0.06341967
 -0.05897615]"
1546,"Large metal angle iron dropping on concrete, set down",new_clips2/1546.mp3,metal,"[-0.00072779 -0.00511145 -0.00192995 ... -0.00099575 -0.00244659
 -0.00210426]"
1547,Iron bar dropping on dirt with a topple,new_clips2/1547.mp3,trash,"[ 0.00528595 -0.00057828  0.01045201 ...  0.00862206  0.01280654
  0.00220676]"
1548,"Glass debris dropping on glass debris, trickle, fine to dump",new_clips2/1548.mp3,glass,"[ 3.22459673e-05 -2.24790747e-05 -1.16575444e-04 ...  7.75380904e-05
  5.80358392e-05  2.15298314e-05]"
1549,"Glass debris dropping on glass debris, shard x2",new_clips2/1549.mp3,glass,"[-4.9262668e-04  6.2878459e-04 -5.9474213e-04 ... -2.5528954e-05
  6.5888261e-04 -1.1081331e-03]"
1550,"Glass debris dropping on glass debris, tiny",new_clips2/1550.mp3,glass,"[ 0.00381174  0.00523109 -0.00643481 ... -0.00254321  0.0024921
  0.00465187]"
1551,"Glass debris dropping on glass debris with a trickle, medium fine",new_clips2/1551.mp3,glass,"[ 0.00019147 -0.00986009 -0.00802429 ...  0.00144819  0.00715235
 -0.00211924]"
1552,"Glass debris dropping on glass debris, tiny",new_clips2/1552.mp3,glass,"[ 0.002374   -0.0330895   0.01517147 ... -0.00858831  0.00461763
  0.02089645]"
1553,"Glass debris dropping on glass debris, a single fine shard",new_clips2/1553.mp3,glass,"[-0.00322682  0.00516738  0.00955354 ...  0.00766212 -0.00530431
 -0.00438157]"
1554,"Cinder block dropping on glass debris, pound",new_clips2/1554.mp3,glass,"[-0.00380559 -0.01927425  0.01222513 ...  0.00808625 -0.00373049
 -0.00133876]"
1555,"Glass debris dropping on glass debris with a trickle, sporadic and thick",new_clips2/1555.mp3,glass,"[ 0.0014545   0.00841866  0.01697162 ... -0.00096551  0.00749307
 -0.005912  ]"
1556,"Cinder block dropping on glass debris, huge",new_clips2/1556.mp3,glass,"[ 0.00045507  0.01497854 -0.00909037 ...  0.00375508  0.01055221
  0.00481684]"
1557,"Glass debris dropping on glass debris, tiny and abrupt",new_clips2/1557.mp3,glass,"[ 4.0839051e-04 -7.7727134e-04  3.5807848e-04 ... -9.8306002e-05
 -2.9302348e-04 -3.6551776e-06]"
1558,"Glass debris dropping on glass debris, trickle",new_clips2/1558.mp3,glass,"[-1.8656379e-04 -2.1399182e-04  3.0312932e-04 ... -1.0484837e-05
  1.4169280e-04 -4.9603969e-04]"
1559,"Glass debris dropping on glass debris with a trickle, thick",new_clips2/1559.mp3,glass,"[-6.5928120e-06 -4.5528772e-04  6.1196494e-03 ... -2.9487140e-03
  3.8229983e-04 -2.2669586e-04]"
1560,Cinder block dropping on glass debris with a thump,new_clips2/1560.mp3,glass,"[-0.01020231  0.0944592   0.0254225  ...  0.03948304 -0.05076648
 -0.00842372]"
1561,"Glass debris dropping on glass debris, a single small shard",new_clips2/1561.mp3,glass,"[ 1.7809070e-06  6.7323148e-05 -7.1876973e-05 ...  2.9775247e-05
  6.1691435e-07 -6.2926047e-05]"
1562,"Glass debris dropping on glass debris, trickle long and lumpy",new_clips2/1562.mp3,glass,"[ 0.00064123  0.00160717 -0.00144403 ...  0.0001651  -0.00023986
 -0.00184962]"
1563,Glass debris dropping on glass debris,new_clips2/1563.mp3,glass,"[-0.00048491  0.00242382 -0.00040296 ...  0.00053874  0.00376152
  0.00462768]"
1564,"Glass debris dropping on glass debris, single shard",new_clips2/1564.mp3,glass,"[-0.00132399 -0.00490115  0.00105099 ... -0.0031271   0.00298893
 -0.00199216]"
1565,"Glass debris dropping on glass debris with a trickle, musical",new_clips2/1565.mp3,glass,"[ 0.00433191  0.0138367   0.01319795 ...  0.00896473 -0.00560769
  0.00294132]"
1566,"Glass debris dropping on glass debris, hard and short",new_clips2/1566.mp3,glass,"[-0.0034225   0.01874515 -0.00522169 ...  0.01843228 -0.01129376
 -0.00720506]"
1567,"Glass debris dropping on glass debris, trickle hard and slow",new_clips2/1567.mp3,glass,"[-0.03851288 -0.27128953 -0.48737687 ... -0.15340197 -0.13870129
 -0.14436682]"
1568,"Cinder block dropping on glass debris, unevenly",new_clips2/1568.mp3,glass,"[ 0.01040887  0.02209855  0.00800184 ... -0.0418764  -0.0406979
 -0.09033839]"
1569,Flower bouquet dropped onto floor,new_clips2/1569.mp3,trash,"[ 0.00162295 -0.01776568 -0.01947592 ... -0.01306687 -0.01275572
 -0.00303644]"
1570,A loud crash,new_clips2/1570.mp3,trash,"[ 0.00846132  0.01410977  0.01399261 ... -0.00964879 -0.00876532
 -0.0095583 ]"
1571,Leather wallet dropped onto wooden table,new_clips2/1571.mp3,wood,"[ 0.012971   -0.03216538 -0.02015206 ...  0.03071672 -0.02544664
  0.00903802]"
1572,Dumping ice into glass,new_clips2/1572.mp3,glass,"[ 0.1069883   0.11138296  0.12490603 ... -0.12207395 -0.11852144
 -0.11524659]"
1573,Washer door dropped shut,new_clips2/1573.mp3,trash,"[-0.01305742 -0.0268692  -0.03248498 ... -0.02789116 -0.02560938
 -0.02437639]"
1574,Sound of leather wallet dropped onto wooden table,new_clips2/1574.mp3,wood,"[-0.03267791 -0.06649695 -0.09275689 ... -0.06002697 -0.06557839
 -0.07105273]"
1575,Iron weight dropped onto concrete floor,new_clips2/1575.mp3,trash,"[-0.6157593  -0.76064867 -0.12010322 ...  0.5385913   0.4320615
  0.4887888 ]"
1576,Ice grinding and falling into glass from refrigerator ice maker,new_clips2/1576.mp3,glass,"[ 0.01276368 -0.03641647 -0.08699545 ...  0.02075401 -0.05838458
  0.00279074]"
1577,Dropping ice cubes into a glass,new_clips2/1577.mp3,glass,"[-0.03417809 -0.04120367 -0.05308557 ...  0.0365746   0.03440291
  0.03224085]"
1578,Flower bouquet dropped onto rug,new_clips2/1578.mp3,trash,"[ 0.05431352 -0.16454738 -0.33712098 ...  0.0455938  -0.00114396
 -0.06864009]"
1579,Metal spoon drops and clanks,new_clips2/1579.mp3,metal,"[-0.0006025  -0.0013686  -0.00037408 ...  0.00571804  0.00349966
  0.0024157 ]"
1580,Sound of leather wallet dropped onto wooden table,new_clips2/1580.mp3,wood,[0.05545608 0.06581341 0.07522646 ... 0.08160085 0.08826196 0.08597087]
1581,Iron weight dropped onto concrete floor,new_clips2/1581.mp3,trash,"[ 0.30098066  0.42474368  0.195736   ... -0.09795173  0.07893207
 -0.12497306]"
1582,Coins drop and clank out of coin machine,new_clips2/1582.mp3,metal,"[-0.00931478 -0.02970062  0.04609173 ... -0.0009241  -0.00159424
  0.02430349]"
1583,Multiple coins being dropped into a wooden bowl,new_clips2/1583.mp3,metal,[0.00469672 0.00408861 0.00434758 ... 0.00954186 0.00730358 0.00537955]
1584,Golf ball dropping into and rolling around in the hole,new_clips2/1584.mp3,trash,"[ 0.03688762 -0.06016426 -0.06152843 ...  0.08175587  0.04094499
 -0.01035253]"
1585,Two ice cubes thrown into glass,new_clips2/1585.mp3,glass,[0.16850503 0.32077944 0.46643594 ... 0.39465296 0.3671385  0.426088  ]
1586,A loud smash,new_clips2/1586.mp3,trash,"[-0.06439491 -0.33712342 -0.32223395 ...  0.06453463  0.0822077
  0.09194022]"
1587,Piece of tupperware dropping onto tile kitchen floor,new_clips2/1587.mp3,trash,"[ 0.24036779  0.23193124  0.3961525  ... -0.29707542 -0.21340357
 -0.2519213 ]"
1588,Piece of tupperware dropping onto tile kitchen floor,new_clips2/1588.mp3,trash,[0.00338295 0.03336709 0.12129037 ... 0.00413983 0.00337243 0.00799798]
1589,Dropping ice cubes into a glass,new_clips2/1589.mp3,glass,"[ 0.01226647  0.11743019 -0.02391085 ... -0.02669777 -0.08864986
 -0.11414672]"
1590,Dumping ice cube in glass,new_clips2/1590.mp3,glass,"[ 0.01269268  0.32188547  0.35769787 ... -0.1014212  -0.13732618
 -0.2507482 ]"
1591,Dumping coins onto table,new_clips2/1591.mp3,metal,"[ 0.11713536 -0.20184371 -0.38381594 ... -0.21508199  0.1373349
  0.1655146 ]"
1592,Dumping ice from shaker into sink,new_clips2/1592.mp3,trash,"[-0.09123441  0.11636438  0.00711317 ... -0.03676068  0.19290467
  0.00507999]"
1593,Flower bouquet picked up off floor,new_clips2/1593.mp3,trash,"[-0.00369325  0.00258039 -0.00564647 ...  0.00081533 -0.00135806
  0.01399225]"
1594,Metal spoon drops and clanks,new_clips2/1594.mp3,metal,"[-0.02305807  0.06834973 -0.23800237 ...  0.1235429   0.04439784
 -0.08355089]"
1595,Leather wallet dropped onto wooden table,new_clips2/1595.mp3,wood,"[-0.0006025  -0.0013686  -0.00037408 ...  0.00571804  0.00349966
  0.0024157 ]"
1596,Tossing multiple coins into a bowl,new_clips2/1596.mp3,metal,"[ 0.20139602  0.20387103  0.03539394 ... -0.43262252  0.06845713
  0.12244187]"
1597,Leather wallet dropped onto wooden table,new_clips2/1597.mp3,wood,"[-0.01305742 -0.0268692  -0.03248498 ... -0.02789116 -0.02560938
 -0.02437639]"
1598,Dumping ice into glass,new_clips2/1598.mp3,glass,"[ 0.05712954 -0.24163064 -0.01482594 ... -0.13134539 -0.06776972
  0.09714413]"
1599,Metal jar lid clangs onto floor,new_clips2/1599.mp3,metal,"[ 0.07585486  0.2035182  -0.09128678 ... -0.11535439  0.3827285
  0.19515772]"
1600,Metal spoon drops and clanks,new_clips2/1600.mp3,metal,"[-0.00611928  0.03691484 -0.02142314 ...  0.02522381  0.02262412
  0.02617932]"
1601,Iron weight dropped onto concrete floor,new_clips2/1601.mp3,trash,"[ 0.03715407  0.10354573  0.17546016 ... -0.04754123 -0.10669184
 -0.11762726]"
1602,Leather wallet thrown onto wooden table,new_clips2/1602.mp3,wood,[0.0121295  0.01245571 0.01330068 ... 0.01524164 0.0130327  0.01338953]
1603,Flower bouquet dropped onto floor,new_clips2/1603.mp3,trash,"[-0.06076226 -0.06682077 -0.06939809 ...  0.04932609  0.0797435
  0.07020058]"
1604,Leather wallet thrown onto wooden table,new_clips2/1604.mp3,wood,"[ 0.00049595 -0.01433036 -0.02909391 ...  0.01470092  0.00787434
  0.01053544]"
1605,Tossing a coin onto a table,new_clips2/1605.mp3,metal,"[ 0.00933632  0.12461101 -0.14185196 ...  0.01379683  0.10254627
 -0.23582506]"
